corpus,food,adulterant_or_substitute,specific_candidate,triplet_rows,distinct_sources,mean_confidence,median_confidence,minimum_confidence,maximum_confidence,confidence_weighted_source_support,rows_confidence_ge_0_80,rows_confidence_ge_0_90,surface_forms,example_source_id,example_url,example_evidence
News,Paneer,palm oil family,True,15,14,0.9,0.9,0.85,0.95,12.55,15,10,palm oil (11); refined palm oil (2); refined palmolein oil (1); palmolein oil (1),milk-9cddbfb5c4be818a,https://timesofindia.indiatimes.com/city/raipur/officials-seize-over-14-l-worth-of-adulterated-paneer-in-crackdown/articleshow/126125110.cms,manufactured using skimmed milk powder and palm oil
News,Ghee,unknown adulterant,False,14,13,0.7429,0.75,0.65,0.85,9.65,3,0,unknown adulterant (14),292b562c-132b-47cc-9030-d2544e801e7e,https://timesofindia.indiatimes.com/city/ahmedabad/223kg-of-spurious-ghee-seized/articleshow/124130383.cms,543kg of adulterated ghee
News,Milk,edible oil,True,18,12,0.8917,0.9,0.8,0.95,10.9,18,12,edible oil (16); Edible oil (2),61dc4f29-605f-496c-af07-e3b3b84ea8fc,https://indianexpress.com/article/cities/mumbai/maharashtra-fda-gutkha-food-adulteration-crackdown-10713418/,"adulteration of cow milk, with edible oil being used"
News,Milk,palm oil family,True,16,12,0.8812,0.9,0.8,0.95,10.7,16,9,palm oil (12); refined palm oil (2); palmolein (1); refined palmolein oil (1),2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Refined palm oil and soybean oil were used as cheaper substitutes for milk fat
News,Milk,unspecified adulterant,False,12,12,0.8333,0.85,0.75,0.9,10.0,9,2,unspecified adulterant (12),96621df7-0c9b-41e5-a5a6-3f21a24613d5,https://timesofindia.indiatimes.com/city/dehradun/food-safety-department-seizes-adulterated-paneer-in-haridwar/articleshow/124369011.cms,"adulterated dairy products, including skimmed milk"
News,Milk,poison,False,13,11,0.9192,0.9,0.9,0.95,10.15,13,13,poison (13),milk-0aaa3a5a5169112a,https://www.tribuneindia.com/news/jalandhar/poisoned-by-parents-villagers-perform-last-rites-of-3-minor-girls-550530,They offered poison-laced milk to their daughters
News,Ghee,starch,True,12,11,0.8708,0.875,0.75,0.95,9.65,11,6,starch (11); starch substances (1),0109eea0-3adc-4177-a6f7-e3bc31bf237d,https://indianexpress.com/article/lifestyle/health/adulterated-ghee-ginger-garlic-paste-hyderabad-consume-10107480/,"ghee, she noted it is frequently adulterated with vanaspati, animal fat, starch"
News,Sunflower oil,palm oil family,True,13,10,0.9,0.9,0.8,0.95,8.9,13,8,palm oil (7); palmolein oil (5); palmolein (1),e1083f09-5ed1-4bdf-8ac5-3c65482b8e5f,https://www.newindianexpress.com/nation/2022/nov/17/27-per-cent-samples-of-edible-oil-other-food-items-from-4-firms-in-thane-found-adulterated-fda-2519197.html,palmolein oil was mixed in products sold as sunflower
News,Ghee,coconut oil,True,13,10,0.8923,0.9,0.85,0.95,8.95,13,8,coconut oil (13),31cae76c-aa62-4328-bd40-368275f60e9f,https://www.newsx.com/regionals/bengaluru-distributor-busted-for-selling-diluted-nandini-ghee-in-fake-racket-what-we-know-so-far-111748/,mixed in along with poor-grade palm oil and coconut oil
News,Milk,vegetable oil/fat,True,13,10,0.8923,0.9,0.8,0.95,9.05,13,7,vegetable oil (9); vegetable fats (2); vegetable oils (1); vegetable oil fats (1),e1083f09-5ed1-4bdf-8ac5-3c65482b8e5f,https://www.newindianexpress.com/nation/2022/nov/17/27-per-cent-samples-of-edible-oil-other-food-items-from-4-firms-in-thane-found-adulterated-fda-2519197.html,vegetable oil was mixed in products claimed to be milk cream
News,Milk,hydrogen peroxide,True,10,9,0.945,0.95,0.9,0.95,8.5,10,10,hydrogen peroxide (10),7d796579-8acb-4851-a31f-526034bb0b78,https://www.thehansindia.com/hans/opinion/news-analysis/adulterated-milk-spells-death-can-no-longer-be-ignored-1055769,dangerous adulterants such as hydrogen peroxide
News,Paneer,cheese analogue,True,15,9,0.93,0.95,0.85,0.95,8.5,15,14,cheese analogue (12); Cheese Analogue (3),618d90b6-9e66-4825-a59d-b517bbab5355,https://www.siasat.com/h-fast-seizes-825-kg-of-adulterated-paneer-from-hyderabad-eateries-3491650/,cheese analogue products made from vegetable fats and non-milk ingredients are being sold as paneer
News,Ghee,refined oil,True,10,9,0.92,0.925,0.85,0.95,8.3,10,9,refined oil (10),368930a7-2085-43bd-bb79-62d471c9e75c,https://www.indiatoday.in/india/story/fake-desi-ghee-racket-investigation-amul-counterfeit-adulteration-festive-season-diwali-2623545-2024-10-26?utm_source=rss,"unhealthy mix of hydrogenated vegetable oil, refined oil, and artificial fragrance"
News,Paneer,detergent,True,10,9,0.905,0.9,0.85,0.95,8.2,10,8,detergents (5); detergent (5),milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,"Urea, detergent, and Tinopal, when ingested"
News,Paneer,vegetable oil/fat,True,14,9,0.8929,0.9,0.85,0.95,8.1,14,8,vegetable oil (7); vegetable oils (6); edible vegetable fat (1),milk-c4c85c2d91f17593,https://timesofindia.indiatimes.com/city/noida/60-food-samples-collected-from-noida-last-months-fail-quality-test/articleshow/121007869.cms,adulteration with vegetable oil was found in the paneer sample
News,Milk,refined oil,True,10,9,0.89,0.9,0.75,0.95,8.15,9,8,refined oil (10),milk-e8dfe59b0423e72e,https://timesofindia.indiatimes.com/city/ranchi/nhrc-seeks-report-over-spurious-milk/articleshow/96696602.cms,"refined oil and caustic soda, becomes 15 kg of milk"
News,Ghee,fake ghee,True,11,9,0.8818,0.9,0.85,0.9,7.95,11,7,fake ghee (9); Fake Ghee (2),0facca96-d90c-4f21-ba98-356f7f6b1622,https://timesofindia.indiatimes.com/city/jaipur/10k-litre-of-spurious-ghee-seized-in-jaipur-fake-ghee-operation-uncovered/articleshow/107898461.cms,packaging and sale of fake desi ghee
News,Tirupati laddu,adulterated ghee,False,9,9,0.8778,0.85,0.85,0.95,7.9,9,3,adulterated ghee (9),1eff2392-eb9e-4383-8e94-6eb64cdf98b1,https://timesofindia.indiatimes.com/india/tirupati-row-andhra-cm-chandrababu-naidu-flags-conspiracy-angle-claims-20-crore-laddus-made-with-adulterated-ghee/articleshow/128745079.cms,20 crore consecrated Tirupati laddus made with adulterated ghee
News,Mustard oil,argemone oil,True,9,8,0.9333,0.95,0.9,0.95,7.5,9,9,argemone oil (6); Argemone oil (3),milk-8a55933f0d5da63a,https://www.deccanchronicle.com/opinion/columnists/chandrakant-lahariya-the-adulteration-of-food-is-a-silent-assault-on-health-safety-of-indians-1937982,argemone oil mixed with mustard oil
News,Milk,caustic soda,True,8,8,0.9312,0.95,0.85,0.95,7.45,8,7,caustic soda (8),2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,Caustic soda was often added to adjust pH levels
News,Ghee,soybean oil,True,9,8,0.8944,0.9,0.8,0.95,7.15,9,6,soybean oil (9),550bda80-b5be-488a-89f6-64b9698b4033,https://timesofindia.indiatimes.com/city/ahmedabad/adulterated-ghee-seized-in-gujarat-beware-of-duplicate-branded-ghee/articleshow/106168455.cms,"they add soybean oil, vegetable oil, palm oil and ghee flavour as adulterants"
News,tirupati laddus,animal fat,True,9,8,0.85,0.85,0.7,0.95,6.8,7,4,animal fat (8); animal fats (1),471bc3da-bbd4-417c-875a-595a713be7fd,https://www.thehindu.com/news/national/food-safety-authority-issues-show-cause-notice-to-firm-on-contamination-in-tirupati-laddus/article68674512.ece,found adulterated with palm oil and animal fat
News,Ghee,synthetic ghee,True,10,7,0.92,0.925,0.85,0.95,6.5,10,9,synthetic ghee (9); Synthetic Ghee (1),bdc8358e-29a2-4efa-a99e-6023a27df35b,https://timesofindia.indiatimes.com/city/hyderabad/cbi-chargesheet-rules-out-animal-fats-in-tirupati-laddu-ghee/articleshow/127809453.cms,"It was not cow ghee at all, but ghee made from synthetic material"
News,Ghee,monoglycerides,True,8,7,0.9,0.9,0.85,0.95,6.35,8,6,monoglycerides (8),8e0f3d53-2c44-474d-9787-4713b7050c28,https://www.deccanchronicle.com/southern-states/andhra-pradesh/korean-monoglycerides-used-for-adulteration-of-ghee-supplied-to-ttd-1935626,"used monoglycerides, a chemical substance, in the ghee"
News,Khoya/mawa,milk powder,True,7,7,0.8929,0.9,0.8,0.95,6.25,7,4,milk powder (6); Milk powder (1),6fca3d47-9acd-423e-854a-e6ad43d85fbe,https://www.dnaindia.com/analysis/report-dna-tv-show-uncovering-mafia-of-fake-diwali-sweets-that-can-poison-your-family-sourabh-raaj-jain-3067817,milk powder is added to making mawa
News,Ghee,dalda,True,13,7,0.8923,0.9,0.85,0.95,6.4,13,8,dalda (8); Dalda (5),301bb818-ff44-4346-9ffe-ad58bf13cfb2,https://www.thehansindia.com/andhra-pradesh/use-of-adulterated-ghee-for-preparation-raises-concerns-978984,adulteration with Dalda (vanaspati) and palm oil
News,Paneer,unspecified adulterant,False,7,7,0.8571,0.85,0.75,0.9,6.0,6,3,unspecified adulterant (7),72ab0b23-cb33-4ff6-af82-de5e08b68aff,https://www.siasat.com/food-adulteration-drive-rs-7-78-lakh-worth-milk-ghee-seized-in-hyderabad-3457214/,"3,892 kg of adulterated paneer"
News,Ghee,adulterant,False,7,7,0.7929,0.8,0.65,0.9,5.55,4,1,adulterant (7),8d9446aa-423d-4587-97e8-6288d557fbdb,https://www.newindianexpress.com/states/andhra-pradesh/2026/Jun/04/ed-raids-15-locations-in-ttd-ghee-adulteration-case-uncovers-assets-worth-over-rs-45-crore,supplying adulterated ghee
News,Milk,formalin/formaldehyde,True,6,6,0.9417,0.95,0.9,0.95,5.65,6,6,formalin (5); sodium formaldehyde sulfoxylate (1),2bc11203-0268-4c4a-9fe6-c168449ca3cf,https://www.livemint.com/economy/the-evolution-of-india-s-fake-milk-industry-11782121657013.html,"adulterators frequently mixed in substances such as urea, detergent, starch, formalin"
News,Milk,salt,True,7,6,0.9286,0.95,0.85,0.95,5.55,7,6,salt (7),milk-31a23415db4ed5a7,https://www.thehindu.com/news/national/karnataka/adulteration-found-in-3049-milk-samples-supplied-to-karnataka-dairies-in-a-year-govt-informs-council/article70735023.ece,salt and sugar were found to have been mixed with milk
News,Ghee,foreign fats,True,7,6,0.9214,0.9,0.9,0.95,5.55,7,7,foreign fats (7),8b1ef2e6-f7a2-4db0-9589-42159cf06574,https://economictimes.indiatimes.com/news/india/tirupati-laddu-row-cbi-arrests-four-individuals-for-violations-during-ghee-supply/articleshow/118101787.cms,lab tests revealed foreign fats in the ghee
News,Paneer,urea,True,7,6,0.9143,0.9,0.85,0.95,5.45,7,6,urea (7),milk-3860e6654d518030,https://www.freepressjournal.in/india/fake-paneer-racket-busted-toxic-chemicals-like-urea-detergent-used-in-up,fake paneer being produced using harmful chemicals such as urea
News,Mustard oil,rice bran oil,True,11,6,0.9136,0.9,0.85,0.95,5.6,11,9,rice bran oil (11),e1083f09-5ed1-4bdf-8ac5-3c65482b8e5f,https://www.newindianexpress.com/nation/2022/nov/17/27-per-cent-samples-of-edible-oil-other-food-items-from-4-firms-in-thane-found-adulterated-fda-2519197.html,rice bran oil was mixed in a product sold as mustard oil
News,vegetables,pesticide residue,True,9,6,0.9111,0.9,0.85,0.95,5.55,9,8,pesticide residues (8); banned pesticides (1),daea64b9-d48f-49a9-b294-6faa927b2227,https://economictimes.indiatimes.com/news/videos/milk-ghee-veggies-masala-tainted-raghav-chadha-flags-food-adulteration-in-rs/videoshow/127905488.cms,"vegetables, and garam masala are tainted with urea, synthetic colors, vegetable oil, oxytocin, and banned pesticides"
News,Milk,glucose,True,8,6,0.9062,0.9,0.85,0.95,5.45,8,7,glucose (8),7d796579-8acb-4851-a31f-526034bb0b78,https://www.thehansindia.com/hans/opinion/news-analysis/adulterated-milk-spells-death-can-no-longer-be-ignored-1055769,"Other substances found in milk samples include detergents, urea, starch, glucose, and formalin."
News,fruits,pesticide residue,True,6,6,0.9,0.9,0.9,0.9,5.4,6,6,pesticide residues (6),milk-770d36ac4ddb5014,https://zeenews.india.com/india/zara-sochiye-national-alert-food-adulteration-biological-collapse-nutrition-india-3016023.html,High pesticide residues in vegetables and fruits
News,Ghee,monodiglycerides,True,6,6,0.8917,0.9,0.85,0.9,5.35,6,5,monodiglycerides (6),5374dadc-cd7f-41df-b8d9-8ef7c10ec693,https://www.newsx.com/regionals/tirupati-temple-laddu-scam-rs-250-crore-worth-of-adulterated-ghee-fed-to-devotees-over-5-years-108230/,used acetic-acid esters and monodiglycerides to artificially inflate the RM value
News,Paneer,water,True,6,6,0.8833,0.875,0.85,0.95,5.3,6,3,water (3); excess water (2); water chestnut powder (1),milk-a4da0cb2fb8e3519,https://thelogicalindian.com/hyderabad-police-seizes-825-kg-fake-paneer-made-of-synthetic-milk-vegetable-fat/,అదనపు నీరు... తయారు చేసిన పనీర్
News,Ghee,beta sitosterol,True,9,6,0.8778,0.9,0.7,0.95,5.45,8,7,beta sitosterol (6); beta-sitosterol (3),c66f7c07-f922-4abd-8805-71a0fade560f,https://www.thehansindia.com/andhra-pradesh/despite-cftri-red-flag-adulterated-ghee-used-in-laddus-for-2-years-sit-1027304,"identified beta-sitosterol, a decisive marker of vegetable oil adulteration"
News,turmeric,lead chromate,True,5,5,0.95,0.95,0.95,0.95,4.75,5,5,lead chromate (5),394a5ff5-76f3-4885-87ed-4a6879611c22,https://timesofindia.indiatimes.com/city/ranchi/fssai-is-working-towards-felicitating-whistle-blowers-who-report-adulteration/articleshow/121853932.cms,"In turmeric, both whole and powdered, lead chromate and rice flour are common adulterants."
News,Paneer,refined oil,True,5,5,0.93,0.95,0.85,0.95,4.65,5,4,refined oil (5),milk-15b9c81a4418943c,https://timesofindia.indiatimes.com/city/noida/paneer-seized-in-noida-from-aligarh-found-unsafe-case-filed-in-court/articleshow/122212904.cms,paneer was prepared using refined oil
News,fish,formalin/formaldehyde,True,5,5,0.93,0.95,0.9,0.95,4.65,5,5,formalin (4); Formalin (1),milk-82f50de033152ec7,https://www.sentinelassam.com/topheadlines/assam-sample-testing-detects-aggravated-food-adulteration,use of formalin in fish
News,Tirupati laddu,palm oil family,True,9,5,0.9222,0.95,0.85,0.95,4.6,9,8,palm oil (4); palm kernel oil (2); palmolein oil (1); palm stearin (1); chemical-based palm oil derivatives (1),2010c6e2-c9cb-4a3e-b22b-8cabf1044074,https://www.thehindubusinessline.com/news/ed-to-probe-money-laundering-in-adulterated-tirupati-laddu-scam/article70616167.ece,"mixture of vegetable oils, specifically palm oil"
News,Ghee,hydrogenated fats,True,5,5,0.91,0.9,0.85,0.95,4.55,5,4,hydrogenated fats (5),0a113e2a-26d3-45e4-9064-7cfa2f39230b,https://www.thehindu.com/sci-tech/health/tirupati-laddu-row-on-the-economics-of-and-adulterants-in-ghee-explained/article68705077.ece,"Common adulterants include edible vegetable oil, hydrogenated fats"
News,Milk,maltodextrin,True,5,5,0.91,0.95,0.85,0.95,4.55,5,3,maltodextrin (5),milk-d1fcc18c1d80bd0a,https://www.thehansindia.com/andhra-pradesh/synthetic-milk-threat-prompts-tight-checks-1051605,"adulteration often involves adding substances such as urea, starch, detergents, maltodextrin"
News,Ghee,β sitosterol,True,5,5,0.9,0.9,0.85,0.95,4.5,5,3,β-Sitosterol (3); β-sitosterol (2),747400a0-bfad-4fa2-8004-06f237d1c543,https://indianexpress.com/article/cities/hyderabad/tirumala-laddu-ghee-adulteration-dinesh-kumar-committee-report-ttd-lapses-10667467/,"detected β-Sitosterol, a marker of vegetable oil adulteration, in all tested samples"
News,Cheese,vegetable oil/fat,True,9,5,0.8944,0.9,0.85,0.95,4.55,9,6,vegetable oil (8); vegetable fats (1),milk-46f24b7aeba827cc,https://economictimes.indiatimes.com/opinion/et-commentary/view-the-very-cheesy-business-of-passing-off-doosri-cheez-as-asli-cheese-by-brands/articleshow/108167155.cms,using cheap vegetable oil instead of cheese
News,Ghee,ghee essence,True,6,5,0.8917,0.9,0.8,0.95,4.5,6,3,ghee essence (6),d2e1d2cd-5273-4719-986c-310770fec7a3,https://timesofindia.indiatimes.com/city/jaipur/spurious-ghee-packaging-raided-in-jaipur/articleshow/112849832.cms,mix ghee essence with vegetable oils
News,Ghee,acetic acid,True,5,5,0.89,0.9,0.85,0.9,4.45,5,4,acetic acid (5),21fb2b00-9b86-4924-9a0d-248f976cfd93,https://www.newsx.com/regionals/tirupati-laddu-scam-sit-arrests-delhi-trader-for-supplying-chemicals-used-in-fake-ghee-108361/,"providing chemicals such as monoglycerides, acetic acid, and esters — compounds commonly used in the manufacturing of palm oil — for nearly seven years. These substances were reportedly mixed with palm oil to mimic the texture and aroma of pure cow ghee."
News,Ghee,essence,True,6,5,0.875,0.9,0.8,0.9,4.35,6,4,essence (6),e27aa94c-fa47-4a58-bc17-1e5d3387b739,https://indianexpress.com/article/cities/delhi/1500-kg-of-spurious-ghee-seized-in-factory-raid-in-delhi-10403104/,"recovered over 55 litres of essence, which was being used to make the sub- standard products"
News,Ghee,spurious ghee,True,6,5,0.8667,0.85,0.85,0.9,4.35,6,2,spurious ghee (6),43e20f96-27cb-4f67-b7e5-6228aea8e7b6,https://www.thehansindia.com/karnataka/mymul-md-making-false-allegations-against-major-nandini-brand-ghee-buyer-721502,spurious ghee under Nandini brand name
News,Ghee,adulterated substance,True,5,5,0.81,0.75,0.75,0.95,4.05,2,1,adulterated substance (4); Adulterated substance (1),5374dadc-cd7f-41df-b8d9-8ef7c10ec693,https://www.newsx.com/regionals/tirupati-temple-laddu-scam-rs-250-crore-worth-of-adulterated-ghee-fed-to-devotees-over-5-years-108230/,TTD rejected four tankers of ghee after laboratory tests confirmed adulteration
News,Tirupati laddu,ghee,True,5,5,0.81,0.75,0.75,0.95,4.05,2,1,ghee (5),0932679a-fe82-4a1e-949e-9d4fd17ed2a0,https://timesofindia.indiatimes.com/city/vijayawada/naidu-pawan-alleges-organised-conspiracy-behind-tirumala-laddu-ghee-adulteration/articleshow/128759552.cms,adulteration of ghee used in preparing Tirumala laddu prasadam
News,Milk,sodium hydrogen carbonate,True,4,4,0.95,0.95,0.95,0.95,3.8,4,4,sodium-hydrogen-carbonate (4),milk-465f847feeedb412,https://www.thehansindia.com/hans/young-hans/iit-ms-3d-portable-device-to-detect-milk-adulteration-789906,detect multiple substances commonly used as adulterating agents including ... sodium-hydrogen-carbonate
News,Paneer,carbonate neutraliser,True,4,4,0.95,0.95,0.95,0.95,3.8,4,4,carbonate neutraliser (4),milk-15b9c81a4418943c,https://timesofindia.indiatimes.com/city/noida/paneer-seized-in-noida-from-aligarh-found-unsafe-case-filed-in-court/articleshow/122212904.cms,paneer was prepared using refined oil and a carbonate neutraliser
News,ice cream,detergent,True,5,4,0.95,0.95,0.95,0.95,3.8,5,5,detergent powder (5),milk-0bc625b573fb9e74,https://theshillongtimes.com/2026/02/04/raging-health-crisis-aap-mp-raises-alarm-in-rs-over-widespread-food-adulteration/,ice cream has detergent powder
News,Soybean oil,palm oil family,True,5,4,0.94,0.95,0.9,0.95,3.8,5,5,palmolein oil (4); palm oil (1),e1083f09-5ed1-4bdf-8ac5-3c65482b8e5f,https://www.newindianexpress.com/nation/2022/nov/17/27-per-cent-samples-of-edible-oil-other-food-items-from-4-firms-in-thane-found-adulterated-fda-2519197.html,palmolein oil was mixed in products sold as sunflower and soyabean oils
News,Ghee,synthetic essence,True,6,4,0.9283,0.935,0.9,0.95,3.72,6,6,synthetic essence (6),4f3026f8-7217-4bf9-af6e-71bcad8bb1c5,https://www.rediff.com/news/report/fda-seizes-adulterated-ghee-worth-rs-13-lakh-in-jalna/20260604.htm,Refined soybean oil and synthetic essence were used to create ghee resembling genuine dairy products.
