corpus,food_pool,subject,predicate,object,triplet_rows,distinct_sources,mean_confidence,example_url,example_evidence
FSSAI baseline,FSSAI baseline,Texture,producesindicator,bivalve molluscs,1,1,0.95,markdown/chapter_2_6_fish_and_fish_products.md,"Texture. - Textural breakdown of the flesh, indicative of decomposition"
FSSAI baseline,FSSAI baseline,Enterobacteriaceae,detectedby,IS/ISO:7402/ ISO 21528,1,1,0.95,markdown/appendix_b_1.md,IS/ISO:7402/ ISO 21528
FSSAI baseline,FSSAI baseline,Staphylococcus aureus,detectedby,"IS:5887, Part 2 and IS 5887",1,1,0.95,markdown/appendix_b_1.md,"IS:5887, Part 2 and IS 5887"
FSSAI baseline,FSSAI baseline,Staphylococcus aureus,detectedby,ISO 6888-1,1,1,0.95,markdown/appendix_b_1.md,ISO 6888-1
FSSAI baseline,FSSAI baseline,Staphylococcus aureus,detectedby,IS:5887 Part 8 (Sec2)/ISO,1,1,0.95,markdown/appendix_b_1.md,IS:5887 Part 8 (Sec2)/ISO
FSSAI baseline,FSSAI baseline,Flour,outputof,"milling of grain, cereals and tubers",1,1,0.95,markdown/appendix_a_4.md,"Flour is produced from the milling of grain, cereals and tubers"
FSSAI baseline,FSSAI baseline,Fermented soybean sauce,inputto,Fermentation,1,1,0.95,markdown/appendix_a_4.md,by the fermentation process
FSSAI baseline,FSSAI baseline,fruit nectar,inputto,Concentrates of fruit nectar,1,1,0.95,markdown/appendix_a_4.md,Prepared by the physical removal of water from fruit nectar
FSSAI baseline,FSSAI baseline,Concentrates of fruit nectar,inputto,physical removal of water,1,1,0.95,markdown/appendix_a_4.md,Prepared by the physical removal of water from fruit nectar
FSSAI baseline,FSSAI baseline,Sparkling and semi-sparkling grape wines,outputof,bottle fermentation,1,1,0.95,markdown/appendix_a_4.md,by bottle fermentation or closed tank fermentation
FSSAI baseline,FSSAI baseline,Sparkling and semi-sparkling grape wines,outputof,closed tank fermentation,1,1,0.95,markdown/appendix_a_4.md,by bottle fermentation or closed tank fermentation
FSSAI baseline,FSSAI baseline,fermentation of grape must,outputof,Fortified grape wine,1,1,0.95,markdown/appendix_a_4.md,produced either by: (i) the fermentation of grape must
FSSAI baseline,FSSAI baseline,IS 5887 : Part 2,detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,Test method IS 5887 : Part 2
FSSAI baseline,FSSAI baseline,IS 5887 Part 8 (Sec 1),detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,IS 5887 Part 8 (Sec 1)
FSSAI baseline,FSSAI baseline,IS: 5402,detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,IS: 5402
FSSAI baseline,FSSAI baseline,ISO 4833,detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,ISO 4833
FSSAI baseline,FSSAI baseline,ISO: 6888-1,detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,ISO: 6888-1
FSSAI baseline,FSSAI baseline,ISO 21527,detectedby,Fish and Fishery products,1,1,0.95,markdown/appendix_b_1.md,ISO 21527
FSSAI baseline,FSSAI baseline,ISO: 4833,isperformedas,Aerobic Plate Count,1,1,0.9,markdown/appendix_b_1.md,IS 5402/ ISO: 4833
FSSAI baseline,FSSAI baseline,ISO: 6888-1,detectedby,Staphylococcus aureus,1,1,0.9,markdown/appendix_b_1.md,ISO: 6888-1 or IS:5403 or ISO : 6611
FSSAI baseline,FSSAI baseline,ISO:7932,isperformedas,MicrobiologicalAnalysis,1,1,0.9,markdown/appendix_b_1.md,ISO:7932
FSSAI baseline,FSSAI baseline,ISO : 15213,isperformedas,MicrobiologicalAnalysis,1,1,0.9,markdown/appendix_b_1.md,ISO : 15213
FSSAI baseline,FSSAI baseline,ISO/TS 22964,isperformedas,MicrobiologicalAnalysis,1,1,0.9,markdown/appendix_b_1.md,ISO/TS 22964
FSSAI baseline,FSSAI baseline,ISO : 11290-1 or 2,isperformedas,MicrobiologicalAnalysis,1,1,0.9,markdown/appendix_b_1.md,ISO : 11290-1 or 2
FSSAI baseline,FSSAI baseline,IS: 5887 Part 3,detectedby,Salmonella,1,1,0.95,markdown/appendix_b_1.md,Method of IS: 5887 Part 3/ISO:6579
FSSAI baseline,FSSAI baseline,ISO 15213,isperformedas,Sulphite Reducing Clostridia,1,1,0.95,markdown/appendix_b_1.md,ISO 15213
FSSAI baseline,FSSAI baseline,"IS:5887,Part 6",detectedby,Bacillus cereus,1,1,0.95,markdown/appendix_b_1.md,"IS:5887,Part 6"
FSSAI baseline,FSSAI baseline,ISO 10272-1,detectedby,Campylobacter spp,1,1,0.95,markdown/appendix_b_1.md,Horizontal Method for the Detection and Enumeration of Campylobacter spp- Part 1: Detection Method- ISO 10272-1
FSSAI baseline,FSSAI baseline,ISO 10272-2,detectedby,Campylobacter spp,1,1,0.95,markdown/appendix_b_1.md,Horizontal method for detection and enumeration of Campylobacter spp. -- Part 2: Colony-count technique- ISO 10272-2
FSSAI baseline,FSSAI baseline,ISO 15213,detectedby,Sulphite-Reducing Bacteria,1,1,0.95,markdown/appendix_b_1.md,Horizontal method for the enumeration of Sulphite-Reducing Bacteria growing under anaerobic conditions- ISO 15213
FSSAI baseline,FSSAI baseline,IS:5887 Part 4,detectedby,Clostridium perfringens,1,1,0.95,markdown/appendix_b_1.md,Isolation and Identification of Clostridium perfringens...- IS:5887 Part 4
FSSAI baseline,FSSAI baseline,IS:5887 Part 4,detectedby,Clostridium botulinum,1,1,0.95,markdown/appendix_b_1.md,Identification of... Costridium botulinum...- IS:5887 Part 4
FSSAI baseline,FSSAI baseline,ISO-TS 17919,detectedby,Clostridium botulinum,1,1,0.95,markdown/appendix_b_1.md,"Detection of botulinum type A, B, E & F- neurotoxin Producing clostridia.- ISO-TS 17919"
FSSAI baseline,FSSAI baseline,IS: 5887 Part3,detectedby,Salmonella,1,1,0.95,markdown/appendix_b_1.md,Test Methods IS: 5887 Part3 ... Salmonella
FSSAI baseline,FSSAI baseline,"IS: 14988, Part 1 & Part 2",detectedby,Listeria monocytogenes,1,1,0.95,markdown/appendix_b_1.md,"IS: 14988, Part 1 & Part 2 ... Listeria monocytogenes"
FSSAI baseline,FSSAI baseline,ISO 11290,detectedby,Listeria monocytogenes,1,1,0.95,markdown/appendix_b_1.md,ISO 11290 ... Listeria monocytogenes
FSSAI baseline,FSSAI baseline,ISO 11290-2,detectedby,Listeria monocytogenes,1,1,0.95,markdown/appendix_b_1.md,Horizontal method for the detection and enumeration of Listeria monocytogenes... Part 2: enumeration method –ISO 11290-2
FSSAI baseline,FSSAI baseline,ISO 11290-2,detectedby,Listeria spp.,1,1,0.95,markdown/appendix_b_1.md,Horizontal method for the detection and enumeration of Listeria... and of Listeria spp. -- Part 2: enumeration method –ISO 11290-2
FSSAI baseline,FSSAI baseline,IS 14988-1,detectedby,Listeria Monocytogenes,1,1,0.95,markdown/appendix_b_1.md,"Horizontal method for Detection and Enumeration of Listeria Monocytogenes, Part 1: Detection Method -IS 14988-1"
FSSAI baseline,FSSAI baseline,IS 14988-2,detectedby,Listeria monocytogenes,1,1,0.95,markdown/appendix_b_1.md,"Horizontal Method for the Detection and Enumeration of Listeria monocytogenes, Part 2: Enumeration Method- IS 14988-2"
FSSAI baseline,FSSAI baseline,"IS:5887, Part 2",detectedby,Staphylococcus aureus,1,1,0.95,markdown/appendix_b_1.md,"Test Methods IS:5887, Part 2... Staphylococcus aureus count"
FSSAI baseline,FSSAI baseline,IS 5887 part IS/ISO 7402/ ISO 21528 Part 2,detectedby,Enterobacteriaceae,1,1,0.95,markdown/appendix_b_1.md,Test Methods... IS/ISO 7402/ ISO 21528 Part 2... Enterobacteriaceae count
FSSAI baseline,FSSAI baseline,ISO 6888-1,detectedby,Staphylococcus aureus,1,1,0.95,markdown/appendix_b_1.md,ISO 6888-1 or IS:5887Part 8 (Sec2)/ISO 6888-2... Staphylococcus aureus count
FSSAI baseline,FSSAI baseline,ISO 6888-2,detectedby,Staphylococcus aureus,1,1,0.95,markdown/appendix_b_1.md,ISO 6888-2... Staphylococcus aureus count
FSSAI baseline,FSSAI baseline,IS: 5887 Part3 / ISO:6579,detectedby,Salmonella,1,1,0.95,markdown/appendix_b_1.md,Test Methods IS: 5887 Part3 / ISO:6579
FSSAI baseline,FSSAI baseline,"IS: 14988, Part 1 / ISO 11290-1",detectedby,Listeria monocytogenes,1,1,0.95,markdown/appendix_b_1.md,"Test Methods ... IS: 14988, Part 1 / ISO 11290-1"
FSSAI baseline,FSSAI baseline,Enterobacteriaceae,detectedby,ISO 21528-2,1,1,0.95,markdown/appendix_b_1.md,Horizontal methods for the detection and enumeration of Enterobacteriaceae- count Part 2: Colony- count method - ISO 21528-2
FSSAI baseline,FSSAI baseline,Salmonella,detectedby,IS 5887 Part 3,1,1,0.95,markdown/appendix_b_1.md,Methods for Detection of Bacteria Responsible for Food Poisoning - Part 3: General Guidance on Methods for the Detection of 4. Salmonella Salmonella- IS 5887 Part 3
FSSAI baseline,FSSAI baseline,Escherichia coli,detectedby,IS: 5887 Part 1 or ISO 16649-3,1,1,0.95,markdown/appendix_b_1.md,IS: 5887 Part 1 or ISO 16649-
FSSAI baseline,FSSAI baseline,Staphylococcus aureus,detectedby,IS:5887 Part 2 and IS 5887 Part 8 (Sec 1)/ ISO 6888-3 or IS:5887 Part 8 (Sec 2),1,1,0.95,markdown/appendix_b_1.md,IS:5887 Part 2 and IS 5887 Part 8 (Sec 1)/ [No hygienic indicators are currently prescribed for the Live Bivalve Molluscs] 3: — | ISO 6888-3 or IS:5887 Part 8 (Sec 2)
FSSAI baseline,FSSAI baseline,ISO 21528 Part 2,detectedby,Enterobacteriaceae count,1,1,0.95,markdown/appendix_b_1.md,ISO 21528 Part 2
FSSAI baseline,FSSAI baseline,Roasted decaffeinated coffee,inputto,Ground decaffeinated coffee,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,obtained from 'roasted decaffeinated coffee' only
FSSAI baseline,FSSAI baseline,Ester-gum,producesindicator,Infra Red Spectrum,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,Obtain the infra-red spectram of a thin film of the sample
FSSAI baseline,FSSAI baseline,Ester-gum,producesindicator,Sulphur test,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,Test for absence of tall oil rosin (Sulphur test)
FSSAI baseline,FSSAI baseline,Sulphur test,producesindicator,hydrogen sulfide,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,sulphur is converted to hydrogen sulfide which can readily be detected
FSSAI baseline,FSSAI baseline,Sulphur test,requireskit,lead acetate paper,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,detected by the use of lead acetate paper
FSSAI baseline,FSSAI baseline,Sulphur test,producesindicator,tall oil rosin,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,A positive test indicates the use of tall oil rosin instead of wood rosin
FSSAI baseline,FSSAI baseline,Lead Acetate Test Paper,requireskit,black spot of lead sulphide,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,formation of a black spot of lead sulphide
FSSAI baseline,FSSAI baseline,Lead Acetate Test Paper,requireskit,sulphur containing compounds,1,1,0.95,markdown/chapter_2_10_beverages_other_than_dairy_and_fruits_vegetables_based.md,indicating the presence of sulphur containing compounds
FSSAI baseline,FSSAI baseline,Species identified milk,inputto,pasteurization,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to pasteurization
FSSAI baseline,FSSAI baseline,Species identified milk,inputto,Ultra High Temperature sterilisation/treatment,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to ... Ultra High Temperature sterilisation/treatment
FSSAI baseline,FSSAI baseline,Mixed Milk,inputto,pasteurization,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to pasteurization
FSSAI baseline,FSSAI baseline,Mixed Milk,inputto,boiling,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to ... boiling
FSSAI baseline,FSSAI baseline,Mixed Milk,inputto,sterilisation,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to ... sterilisation
FSSAI baseline,FSSAI baseline,Mixed Milk,inputto,Ultra High Temperature sterilisation/treatment,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,may be subjected to ... Ultra High Temperature sterilisation/treatment
FSSAI baseline,FSSAI baseline,Full Cream Milk,inputto,Ultra High Temperature sterilisation/treatment,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,shall be subjected to ... Ultra High Temperature sterilisation/treatment
FSSAI baseline,FSSAI baseline,RP-HPLC,detectedby,vegetable oil,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,Method for determination of adulteration of vegetable oil in ghee by RP-HPLC
FSSAI baseline,FSSAI baseline,RP-HPLC,detectedby,Ghee,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,Method for determination of adulteration of vegetable oil in ghee by RP-HPLC
FSSAI baseline,FSSAI baseline,GLC,detectedby,Ghee,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,The fatty acid composition of ghee as determined by GLC
FSSAI baseline,FSSAI baseline,Acid whey,outputof,separation from the curd after coagulation of milk,1,1,0.9,markdown/chapter_2_1_dairy_products_and_analogues.md,obtained ... by separation from the curd after coagulation of milk
FSSAI baseline,FSSAI baseline,Chakka,inputto,Plain dahi,1,1,0.9,markdown/chapter_2_1_dairy_products_and_analogues.md,removal of the whey from plain dahi
FSSAI baseline,FSSAI baseline,Chakka,inputto,Plain yoghurt,1,1,0.9,markdown/chapter_2_1_dairy_products_and_analogues.md,removal of the whey from ... plain yoghurt
FSSAI baseline,FSSAI baseline,Ice-Cream,outputof,freezing,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,obtained by freezing a pasteurized mix
FSSAI baseline,FSSAI baseline,Softy Ice-Cream,outputof,freezing,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,obtained by freezing a pasteurized mix
FSSAI baseline,FSSAI baseline,Milk Ice,outputof,freezing,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,obtained by freezing a pasteurized mix
FSSAI baseline,FSSAI baseline,Milk Ice,inputto,pasteurization,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,prepared from milk ... pasteurized mix
FSSAI baseline,FSSAI baseline,Milk Lolly,outputof,freezing,1,1,0.95,markdown/chapter_2_1_dairy_products_and_analogues.md,obtained by freezing a pasteurized mix
FSSAI baseline,FSSAI baseline,whey,inputto,whey permeate powder,1,1,0.9,markdown/chapter_2_1_dairy_products_and_analogues.md,"manufactured from whey permeate obtained by removing whey protein, but not lactose, from whey"
FSSAI baseline,FSSAI baseline,milk permeate,inputto,milk permeate powder,1,1,0.9,markdown/chapter_2_1_dairy_products_and_analogues.md,manufactured from milk permeate
FSSAI baseline,FSSAI baseline,ev_rapeseed_test_0001,identifies,Hydrocyanic Acid,1,1,0.95,markdown/chapter_2_2_fats_oils_and_fat_emulsions.md,Test for Hydrocyanic Acid (Ferric Passes the test
FSSAI baseline,FSSAI baseline,ev_rapeseed_test_0002,identifies,Argemone oil,1,1,0.95,markdown/chapter_2_2_fats_oils_and_fat_emulsions.md,Test for argemone oil shall be negative
News,Ghee,starch,detectedby,iodine test,9,7,0.9056,https://timesofindia.indiatimes.com/life-style/food-news/pure-desi-ghee-benefits-nutrition-and-how-to-detect-adulteration-at-home/articleshow/125913436.cms,"For testing starch, mix melted ghee with iodine drops."
News,Ghee,starch,detectedby,Iodine test,6,5,0.9083,https://www.hindustantimes.com/htcity/htcity-foodies/kya-aapke-ghee-meh-vanaspati-hai-here-are-5-expert-approved-purity-tests-you-can-try-at-home-101727260180885.html,Add a few drops of iodine to a small amount of ghee taken from your everyday container.
News,Ghee,analysis of ghee samples,isperformedat,NDDB CALF Lab,4,4,0.9,https://www.thehindubusinessline.com/news/tirupati-laddu-row-food-safety-regulator-issues-notice-to-ghee-supplier-purification-ritual-at-temple-more-pils-filed/article68676372.ece,samples supplied to TTD for testing to NDDB CALF Lab at Anand
News,Ghee,iodine test,producesindicator,presence of starch,4,3,0.9375,https://indianexpress.com/article/entertainment/bollywood/gaurav-taneja-flying-beast-dairy-farm-fake-paneer-can-pass-iodine-test-9964881/,The iodine test reflects the presence of starch
News,Ghee,Palm test,producesindicator,melting instantly,4,3,0.85,https://timesofindia.indiatimes.com/life-style/food-news/575-liters-of-adulterated-ghee-and-7000-kg-of-ginger-garlic-paste-seized-in-hyderabad-how-to-do-a-purity-check-at-home/articleshow/122246421.cms,if it starts melting instantly then the ghee is pure
News,Oil,de-oiled rice bran,outputof,rice milling process,3,3,0.9167,https://www.bombaynews.net/news/274385248/edible-oil-industry-urges-centre-not-to-extend-export-ban-on-de-oiled-rice-bran,De-oiled rice bran (DORB) is a by-product of the rice milling process
News,Ghee,SensoryTest,producesindicator,burnt smell,3,2,0.85,https://timesofindia.indiatimes.com/life-style/food-news/68-lakh-kg-of-fake-ghee-supplied-to-make-tirupati-temple-laddoo-for-5-years/articleshow/125233302.cms,The ghee should never smell burnt as it has a high heating point.
News,Ghee,Water test,producesindicator,ghee floats,3,2,0.8833,https://timesofindia.indiatimes.com/life-style/food-news/575-liters-of-adulterated-ghee-and-7000-kg-of-ginger-garlic-paste-seized-in-hyderabad-how-to-do-a-purity-check-at-home/articleshow/122246421.cms,if the ghee floats it is unadulterated
News,Oil,SensoryTest,producesindicator,dark discolouration,3,2,0.8167,https://www.siasat.com/hyderabad-food-safety-inspection-flags-unsafe-oil-at-kfc-outlet-in-kondapur-3465689/,Officials also observed dark discolouration in the oil
News,Ghee,starch,detectedby,iodine solution test,2,2,0.95,https://www.thehindu.com/news/national/telangana/telangana-food-safety-department-demonstrates-methods-to-identify-adulterated-food/article70833242.ece,detected by adding iodine solution
