food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
chinese garlic,pesticide residue,gastrointestinal issues,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
chinese garlic,pesticide residue,weakened immune function,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
garlic,heavy metals,liver damage,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
garlic,heavy metals,gastrointestinal issues,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
garlic,heavy metals,weakened immune function,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
sweets,excessive colours,liver damage,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
sweets,excessive colours,gastrointestinal issues,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
sweets,excessive colours,weakened immune function,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
cake,additive,cancer/carcinogenicity,1,1,40ab817e-11a0-4a57-8dcd-e13fef2fbad1,same-article contextual hypothesis; causal edge is not explicit
Ghee,vegetable oil/fat,masking adulteration,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vegetable oil/fat,heart risks,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vegetable oil/fat,health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vegetable oil/fat,heart health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vegetable oil/fat,inflammation,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,palm oil family,masking adulteration,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,palm oil family,heart risks,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,palm oil family,health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,masking adulteration,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,heart risks,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,coconut oil,masking adulteration,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,cottonseed oil,masking adulteration,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,synthetic blends,heart risks,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,synthetic blends,health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,hydrogenated oil,heart health issues,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,hydrogenated oil,inflammation,1,1,411b1d1a-7b18-4425-90f0-da2c296625eb,same-article contextual hypothesis; causal edge is not explicit
Ghee,unknown adulterant,fflo acuteeffect,1,1,56e9d563-a5fc-487d-8fc5-7a3781c7dc81,same-article contextual hypothesis; causal edge is not explicit
Ghee,soapstone,cardiovascular disease,1,1,67c4a0dd-5f32-4dde-b733-4a4a9e5dfafb,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal body fat,cardiovascular disease,1,1,67c4a0dd-5f32-4dde-b733-4a4a9e5dfafb,same-article contextual hypothesis; causal edge is not explicit
Ghee,mashed potatoes,cardiovascular disease,1,1,67c4a0dd-5f32-4dde-b733-4a4a9e5dfafb,same-article contextual hypothesis; causal edge is not explicit
Ghee,synthetic flavouring agents,cardiovascular disease,1,1,67c4a0dd-5f32-4dde-b733-4a4a9e5dfafb,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal tallow,kidney damage,1,1,6901ef7b-f98a-4b3a-b622-85196fe10ffb,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal tallow,neurological effects,1,1,6901ef7b-f98a-4b3a-b622-85196fe10ffb,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal tallow,nausea,1,1,6901ef7b-f98a-4b3a-b622-85196fe10ffb,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal tallow,diarrhoea,1,1,6901ef7b-f98a-4b3a-b622-85196fe10ffb,same-article contextual hypothesis; causal edge is not explicit
halwa,adulterated ghee,fflo acuteeffect,1,1,706f0136-7ae5-45f2-b804-e3a8c9a14d1c,same-article contextual hypothesis; causal edge is not explicit
Ghee,adulterated ghee,fflo acuteeffect,1,1,706f0136-7ae5-45f2-b804-e3a8c9a14d1c,same-article contextual hypothesis; causal edge is not explicit
Ghee,low quality substances,serious health risk,1,1,747266ac-7152-4364-9073-fb35b101266c,same-article contextual hypothesis; causal edge is not explicit
dairy products,low quality oils,serious health problems,1,1,747266ac-7152-4364-9073-fb35b101266c,same-article contextual hypothesis; causal edge is not explicit
dairy products,chemicals,serious health problems,1,1,747266ac-7152-4364-9073-fb35b101266c,same-article contextual hypothesis; causal edge is not explicit
biryani,rotten meat,cardiovascular disease,1,1,75e99df1-dce6-413d-a04b-ef5e325f770b,same-article contextual hypothesis; causal edge is not explicit
hot dishes,spoiled food items,cardiovascular disease,1,1,75e99df1-dce6-413d-a04b-ef5e325f770b,same-article contextual hypothesis; causal edge is not explicit
mithai,starch,nausea,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
mithai,starch,organ damage,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
mithai,artificial dyes,organ damage,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,starch,serious health risks,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
silver vark,aluminium foil,hyperactivity in children,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
Milk,water,hyperactivity in children,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colour,allergic reaction,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colour,gastrointestinal illness,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
dry fruits,artificial colour,food poisoning,1,1,7984f772-8c6a-46cb-af36-a7df6ed37ecc,same-article contextual hypothesis; causal edge is not explicit
Milk,water,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,pesticide residue,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,heavy metals,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,detergent,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,starch,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,glucose,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,formalin/formaldehyde,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Milk,hydrogen peroxide,gastrointestinal disorders,1,1,7d796579-8acb-4851-a31f-526034bb0b78,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,starch,cancer/carcinogenicity,1,1,8d207b3c-d7d6-4776-a05d-ec3f854e4f5e,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,flour,gastrointestinal illness,1,1,8d207b3c-d7d6-4776-a05d-ec3f854e4f5e,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,flour,allergic reaction,1,1,8d207b3c-d7d6-4776-a05d-ec3f854e4f5e,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,flour,cancer/carcinogenicity,1,1,8d207b3c-d7d6-4776-a05d-ec3f854e4f5e,same-article contextual hypothesis; causal edge is not explicit
Ghee,petroleum jelly,cancer/carcinogenicity,1,1,8d8b9ba9-5da4-4861-89db-348400c8ef68,same-article contextual hypothesis; causal edge is not explicit
Milk,refined oil,cancer/carcinogenicity,1,1,8d8b9ba9-5da4-4861-89db-348400c8ef68,same-article contextual hypothesis; causal edge is not explicit
Ghee,cheap refined oil,serious health risk,1,1,9270ce1b-4012-4daf-b2b5-00671548f6af,same-article contextual hypothesis; causal edge is not explicit
Ghee,chemical based flavouring agents,serious health risk,1,1,9270ce1b-4012-4daf-b2b5-00671548f6af,same-article contextual hypothesis; causal edge is not explicit
Ghee,artificial colour,serious health risk,1,1,9270ce1b-4012-4daf-b2b5-00671548f6af,same-article contextual hypothesis; causal edge is not explicit
Ghee,unsafe substances,serious health risk,1,1,9270ce1b-4012-4daf-b2b5-00671548f6af,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue products,long term health issues,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue products,allergic reaction,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue products,gastrointestinal infections,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue products,serious illnesses affecting the liver,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue,gastrointestinal infections,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Paneer,cheese analogue,serious illnesses affecting the liver,1,1,ad0567c1-e472-4cb8-b0d9-b8305371eefd,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,cottonseed oil,cardiovascular disease,1,1,af478a64-49c5-4253-b271-591bf8a3ce97,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,mineral oil,cancer/carcinogenicity,1,1,af478a64-49c5-4253-b271-591bf8a3ce97,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,karanja oil,cancer/carcinogenicity,1,1,af478a64-49c5-4253-b271-591bf8a3ce97,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,cyanide,cancer/carcinogenicity,1,1,af478a64-49c5-4253-b271-591bf8a3ce97,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,linseed oil,cancer/carcinogenicity,1,1,af478a64-49c5-4253-b271-591bf8a3ce97,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal fat,adverse human health effects,1,1,b4b614f7-a43d-4e57-9766-25f7fef90d68,same-article contextual hypothesis; causal edge is not explicit
biryani,prohibited food colours,cancer/carcinogenicity,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
biryani,prohibited food colours,digestive system damage,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
biryani,vanaspati,cancer/carcinogenicity,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
biryani,vanaspati,digestive system damage,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,digestive system damage,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
biryani,cheap quality spices,cancer/carcinogenicity,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
biryani,cheap quality spices,digestive system damage,1,1,b85e00e3-c751-478f-ace8-f6044e816d41,same-article contextual hypothesis; causal edge is not explicit
turmeric powder,wood powder,cancer/carcinogenicity,1,1,c8ddee14-df38-49aa-9d85-a7c6b34273a6,same-article contextual hypothesis; causal edge is not explicit
turmeric powder,wood powder,gastrointestinal illness,1,1,c8ddee14-df38-49aa-9d85-a7c6b34273a6,same-article contextual hypothesis; causal edge is not explicit
turmeric powder,wood powder,liver diseases,1,1,c8ddee14-df38-49aa-9d85-a7c6b34273a6,same-article contextual hypothesis; causal edge is not explicit
turmeric powder,wood powder,skin diseases,1,1,c8ddee14-df38-49aa-9d85-a7c6b34273a6,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,obesity,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,high cholesterol levels,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,elevated blood pressure,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,bloating,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,stomach discomfort,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,chronic inflammation,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,oxidative stress,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,less expensive oils and fats,cardiovascular disease,1,1,d11fa038-1162-4d93-9df5-6d5b35b8628b,same-article contextual hypothesis; causal edge is not explicit
Ghee,unspecified adulterant,health risks,1,1,e2a4561f-b8bf-4ca9-9990-3b885eaf5c2b,same-article contextual hypothesis; causal edge is not explicit
biscuits,rotten eggs,cancer/carcinogenicity,1,1,ea51c75b-4b85-48fb-bbb7-8fde23c110aa,same-article contextual hypothesis; causal edge is not explicit
biscuits,sodium benzoate,cancer/carcinogenicity,1,1,ea51c75b-4b85-48fb-bbb7-8fde23c110aa,same-article contextual hypothesis; causal edge is not explicit
biscuits,sorbic acid,cancer/carcinogenicity,1,1,ea51c75b-4b85-48fb-bbb7-8fde23c110aa,same-article contextual hypothesis; causal edge is not explicit
Paneer,adulterated paneer,cancer/carcinogenicity,1,1,ea51c75b-4b85-48fb-bbb7-8fde23c110aa,same-article contextual hypothesis; causal edge is not explicit
Paneer,chemicals,cancer/carcinogenicity,1,1,ea51c75b-4b85-48fb-bbb7-8fde23c110aa,same-article contextual hypothesis; causal edge is not explicit
Ghee,animal fat,public health risks,1,1,f1ba13f7-7414-47ce-9df3-a6aa0902c1b9,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,synthetic milk,fall sick,1,1,f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,artificial ingredients,fall sick,1,1,f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,palm oil family,stomach pain and loose motions,1,1,f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,synthetic materials,stomach pain and loose motions,1,1,f3307bb9-ecd5-4da7-ab4d-7da66a93aee4,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,clogs arteries,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,vanaspati,raises bad cholesterol,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,yellow colour,clogs arteries,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,yellow colour,raises bad cholesterol,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,synthetic aroma,clogs arteries,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,synthetic aroma,raises bad cholesterol,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,paraffin wax,clogs arteries,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,paraffin wax,raises bad cholesterol,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,starch,clogs arteries,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,starch,raises bad cholesterol,1,1,f392755d-eeca-465c-a865-90cda923db62,same-article contextual hypothesis; causal edge is not explicit
Ghee,palm oil family,serious health risks,1,1,fa660a6b-3403-4a6d-ab05-deee1b44c706,same-article contextual hypothesis; causal edge is not explicit
cream,palm oil family,serious health risks,1,1,fa660a6b-3403-4a6d-ab05-deee1b44c706,same-article contextual hypothesis; causal edge is not explicit
