food,observed_effect,candidate_adulterant,articles_with_food_effect_context,articles_also_naming_candidate,observed_article_share_pct,laplace_smoothed_presence_pct,mean_candidate_confidence,interpretation
mdh sambhar masala,fflo acuteeffect,salmonella,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
mdh sambhar masala,cancer/carcinogenicity,salmonella,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
mdh sambhar masala,salmonellosis,salmonella,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
everest garam masala,toxicity,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
everest garam masala,fflo acuteeffect,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
everest garam masala,cancer/carcinogenicity,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
everest garam masala,salmonellosis,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
maggi masala ae magic,toxicity,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
maggi masala ae magic,fflo acuteeffect,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
maggi masala ae magic,cancer/carcinogenicity,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
maggi masala ae magic,salmonellosis,salmonella,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,toxicities,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,typhoid,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,hepatitis,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,fflo chroniceffect,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,ca colon,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
tea,leptospirosis,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,toxicities,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,typhoid,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,hepatitis,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,fflo chroniceffect,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,ca colon,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
fruits,leptospirosis,pesticide residue,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,toxicities,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,typhoid,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,hepatitis,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,fflo chroniceffect,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,ca colon,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
vegetables,leptospirosis,pesticide residue,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,atherosclerosis,total polar compounds,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,hypertension,total polar compounds,2,2,100.0,75.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,fflo chroniceffect,chlorophyll,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,fflo chroniceffect,denatured rapeseed oil,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,toxic oil syndrome,chlorophyll,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,toxic oil syndrome,denatured rapeseed oil,2,2,100.0,75.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,organ damage,fungus,3,2,66.67,60.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,adulterants,3,2,66.67,60.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,vegetable oil/fat,3,2,66.67,60.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cardiovascular disease,vegetable proteins,3,2,66.67,60.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,multi-organ failure,industrial grade acetic acid,3,2,66.67,60.0,0.825,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,acuteeffect,industrial grade acetic acid,3,2,66.67,60.0,0.825,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,cancer/carcinogenicity,adulterated materials,3,2,66.67,60.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,serious health risks,vanaspati,3,2,66.67,60.0,0.875,"hypothesis-ranking association, not a calibrated causal probability"
Milk,serious health risks,water,3,2,66.67,60.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,cancer/carcinogenicity,lead chromate,3,2,66.67,60.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach pain,palm oil family,3,2,66.67,60.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
eggs,cancer/carcinogenicity,antibiotic residue,3,2,66.67,60.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
poultry,cancer/carcinogenicity,hormonal growth promoters,3,2,66.67,60.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
turmeric,cancer/carcinogenicity,metanil yellow,3,2,66.67,60.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
tea,cancer/carcinogenicity,pesticide residue,3,2,66.67,60.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,fungus,4,2,50.0,50.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,adulterants,4,2,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,vegetable oil/fat,4,2,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,gastrointestinal illness,vegetable proteins,4,2,50.0,50.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,cancer/carcinogenicity,detergent,4,2,50.0,50.0,0.875,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dizziness,urea,4,2,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dizziness,sodium bicarbonate,4,2,50.0,50.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,formalin/formaldehyde,4,2,50.0,50.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,ammonia,4,2,50.0,50.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
Milk,dizziness,ethylene glycol,4,2,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,epidemic dropsy,argemone oil,4,2,50.0,50.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
fish,cancer/carcinogenicity,mercury,4,2,50.0,50.0,0.925,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,gastrointestinal illness,fungus,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,allergic reaction,fungus,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,adulterants,5,2,40.0,42.86,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,vegetable oil/fat,5,2,40.0,42.86,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,vegetable proteins,5,2,40.0,42.86,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,urea,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,detergent,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,starch,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,saccharine,5,2,40.0,42.86,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,organ damage,ethylene glycol,5,2,40.0,42.86,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,organ damage,industrial grade acetic acid,5,2,40.0,42.86,0.825,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,cardiovascular disease,trans fatty acids,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,adulterants,7,2,28.57,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,analogue paneer,7,2,28.57,33.33,0.925,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,vegetable oil/fat,7,2,28.57,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,vegetable proteins,7,2,28.57,33.33,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,industrial grade acetic acid,7,2,28.57,33.33,0.825,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,cardiovascular disease,starch,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,cardiovascular disease,vegetable oil/fat,7,2,28.57,33.33,0.925,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,cardiovascular disease,palm oil family,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,urea,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,washing soda,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,starch,7,2,28.57,33.33,0.875,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,allergic reaction,detergent,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,kidney damage,formalin/formaldehyde,7,2,28.57,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,kidney damage,palm oil family,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,nausea,ethylene glycol,7,2,28.57,33.33,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,nausea,urea,7,2,28.57,33.33,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,allergic reaction,starch,8,2,25.0,30.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,allergic reaction,saccharine,8,2,25.0,30.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,allergic reaction,ethylene glycol,8,2,25.0,30.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,allergic reaction,water,8,2,25.0,30.0,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,cancer/carcinogenicity,palm oil family,8,2,25.0,30.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,liver damage,starch,8,2,25.0,30.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,liver damage,palm oil family,8,2,25.0,30.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,liver damage,water,8,2,25.0,30.0,0.875,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,food poisoning,urea,9,2,22.22,27.27,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,food poisoning,washing soda,9,2,22.22,27.27,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,food poisoning,analogue paneer,9,2,22.22,27.27,0.925,"hypothesis-ranking association, not a calibrated causal probability"
Milk,food poisoning,ethylene glycol,10,2,20.0,25.0,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,food poisoning,urea,10,2,20.0,25.0,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,diarrhoea,starch,11,2,18.18,23.08,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,diarrhoea,unknown adulterant,11,2,18.18,23.08,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cancer/carcinogenicity,adulterants,12,2,16.67,21.43,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cancer/carcinogenicity,vegetable oil/fat,12,2,16.67,21.43,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cancer/carcinogenicity,vegetable proteins,12,2,16.67,21.43,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,cancer/carcinogenicity,industrial grade acetic acid,12,2,16.67,21.43,0.825,"hypothesis-ranking association, not a calibrated causal probability"
Milk,gastrointestinal illness,starch,15,2,13.33,17.65,0.9,"hypothesis-ranking association, not a calibrated causal probability"
